name,location,city,state,country,creators_rec,notes,address,rating,user_ratings_total,google_maps_link,lat,lng,opening_hours,type,google_place_id,type2
Gustav's,"Vancouver, WA",Vancouver,Washington,United States of America,,"German restaurant in unassuming location right next to a busy road. The servings are generous, the decor recalls a German fairytale pub. Good place for a filling lunch.","1705 SE 164th Ave, Vancouver, WA 98683, United States",4.4,2225.0,"https://www.google.com/maps/search/?api=1&query=1705%20SE%20164th%20Ave,%20Vancouver,%20WA%2098683,%20United%20States&query_place_id=ChIJfzXkw8iklVQR4x-Qp9Wg_L8",45.6082,-122.5037,"Monday: 12:00 - 8:00 PM
Tuesday: 12:00 - 8:00 PM
Wednesday: 12:00 - 8:00 PM
Thursday: 12:00 - 8:00 PM
Friday: 12:00 - 8:30 PM
Saturday: 12:00 - 8:30 PM
Sunday: 12:00 - 8:00 PM",restaurant,ChIJfzXkw8iklVQR4x-Qp9Wg_L8,food
Mumbo Gumbo,"Portland, OR",Portland,Oregon,United States of America,Yes,"Great Cajun food served out of a funky food truck. The nipsey hussle is the perfect combo of fried shrimp, garlic butter and cajun spices.","5205 SE Foster Rd, Portland, OR 97206, United States",4.5,307.0,"https://www.google.com/maps/search/?api=1&query=5205%20SE%20Foster%20Rd,%20Portland,%20OR%2097206,%20United%20States&query_place_id=ChIJP6GXb1ELlVQRL34xihsY0Xs",45.4957,-122.6082,"Monday: 11:00 AM - 2:00 AM
Tuesday: 11:00 AM - 2:00 AM
Wednesday: 11:00 AM - 2:00 AM
Thursday: 11:00 AM - 2:00 AM
Friday: 11:00 AM - 2:00 AM
Saturday: 11:00 AM - 2:00 AM
Sunday: 11:00 AM - 2:00 AM",restaurant,ChIJP6GXb1ELlVQRL34xihsY0Xs,food
Ash Wood Fired,"Vancouver, WA",Vancouver,Washington,United States of America,,Simple pizza truck with tasty and light options by the slice.,"2420 Columbia House Blvd, Vancouver, WA 98661, United States",4.2,1757.0,"https://www.google.com/maps/search/?api=1&query=2420%20Columbia%20House%20Blvd,%20Vancouver,%20WA%2098661,%20United%20States&query_place_id=ChIJ8yoCK_6llVQRhyIqXYUJy4o",45.6192,-122.6457,"Monday: 11:00 AM - 12:00 AM
Tuesday: 11:00 AM - 12:00 AM
Wednesday: 11:00 AM - 12:00 AM
Thursday: 11:00 AM - 12:00 AM
Friday: 11:00 AM - 12:00 AM
Saturday: 11:00 AM - 12:00 AM
Sunday: 11:00 AM - 12:00 AM",restaurant,ChIJ8yoCK_6llVQRhyIqXYUJy4o,food
El Pilon,"Portland, OR",Portland,Oregon,United States of America,,"Great empanadas and arepas truck, you can do take-out and walk over to the river to enjoy.","329 SW 2nd Ave, Portland, OR 97204, United States",4.9,324.0,"https://www.google.com/maps/search/?api=1&query=329%20SW%202nd%20Ave,%20Portland,%20OR%2097204,%20United%20States&query_place_id=ChIJc4abXQYKlVQRbcM-kggs-Rc",45.5205,-122.6733,"Monday: Closed
Tuesday: Closed
Wednesday: 10:00 AM - 5:00 PM
Thursday: 10:00 AM - 5:00 PM
Friday: 10:00 AM - 5:00 PM
Saturday: 10:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:00 PM",restaurant,ChIJc4abXQYKlVQRbcM-kggs-Rc,food
Viking Soul Food,"Portland, OR",Portland,Oregon,United States of America,Yes,Norwegian goodies in a vintage food truck: try out the lefse and pickled eggs.,"4255 SE Belmont St, Portland, OR 97215, United States",4.7,349.0,"https://www.google.com/maps/search/?api=1&query=4255%20SE%20Belmont%20St,%20Portland,%20OR%2097215,%20United%20States&query_place_id=ChIJ3XX7MbqglVQRnB1FRgD4aWg",45.5168,-122.6185,"Monday: 12:00 - 8:00 PM
Tuesday: 12:00 - 8:00 PM
Wednesday: 12:00 - 8:00 PM
Thursday: 12:00 - 8:00 PM
Friday: 12:00 - 8:00 PM
Saturday: 12:00 - 8:00 PM
Sunday: 12:00 - 8:00 PM",restaurant,ChIJ3XX7MbqglVQRnB1FRgD4aWg,food
Tall Boy Fish and Chips,"Portland, OR",Portland,Oregon,United States of America,,"Fish and chips spot in the busy Hawthorne food court. Try any of the fish choices, you can't go wrong!","1080 SE Madison St, Portland, OR 97214, United States",4.4,80.0,"https://www.google.com/maps/search/?api=1&query=1080%20SE%20Madison%20St,%20Portland,%20OR%2097214,%20United%20States&query_place_id=ChIJqfbQtxqhlVQRyQmPtOJGLJQ",45.5128,-122.6553,"Monday: Closed
Tuesday: Closed
Wednesday: 11:30 AM - 8:00 PM
Thursday: 11:30 AM - 8:00 PM
Friday: 11:30 AM - 8:00 PM
Saturday: 11:30 AM - 8:00 PM
Sunday: 11:30 AM - 8:00 PM",restaurant,ChIJqfbQtxqhlVQRyQmPtOJGLJQ,food
Bobablastic,"Portland, OR",Portland,Oregon,United States of America,,Food truck selling boba and various sweets: the churros were great!,"8145 SE 82nd Ave, Portland, OR 97266, United States",3.2,53.0,"https://www.google.com/maps/search/?api=1&query=8145%20SE%2082nd%20Ave,%20Portland,%20OR%2097266,%20United%20States&query_place_id=ChIJyZdnwCGilVQRsaFDtUA7UUk",45.4636,-122.5797,"Monday: 11:30 AM - 8:30 PM
Tuesday: 11:30 AM - 8:30 PM
Wednesday: 11:30 AM - 8:30 PM
Thursday: 11:30 AM - 8:30 PM
Friday: 11:30 AM - 9:00 PM
Saturday: 11:30 AM - 9:00 PM
Sunday: 11:30 AM - 9:00 PM",cafe,ChIJyZdnwCGilVQRsaFDtUA7UUk,coffee
Vesta Coffee Roasters,"Las Vegas, Nevada",Las Vegas,Nevada,United States of America,Yes,Good coffee in the Arts District: great for sitting down and planning your first day in Vegas. Minimalist decor + espresso comes in cute little tray.,"1114 S Casino Center Blvd #1, Las Vegas, NV 89104, United States",4.8,763.0,"https://www.google.com/maps/search/?api=1&query=1114%20S%20Casino%20Center%20Blvd%20#1,%20Las%20Vegas,%20NV%2089104,%20United%20States&query_place_id=ChIJt3AWTYXDyIARcYXpVjOsvAU",36.1582,-115.1525,"Monday: 7:00 AM - 4:00 PM
Tuesday: 7:00 AM - 4:00 PM
Wednesday: 7:00 AM - 4:00 PM
Thursday: 7:00 AM - 4:00 PM
Friday: 7:00 AM - 4:00 PM
Saturday: 8:00 AM - 4:00 PM
Sunday: 8:00 AM - 4:00 PM",cafe,ChIJt3AWTYXDyIARcYXpVjOsvAU,coffee
Mothership,"Las Vegas, Nevada",Las Vegas,Nevada,United States of America,Yes,Great coffee hidden behind a neighbor's market and next to a live music amphitheater. Bonus for quirky sculptures at the entrance and for neighborly vibes.,"1028 E Fremont St, Las Vegas, NV 89101, United States",4.7,369.0,"https://www.google.com/maps/search/?api=1&query=1028%20E%20Fremont%20St,%20Las%20Vegas,%20NV%2089101,%20United%20States&query_place_id=ChIJkbda4CXDyIARSGNPfnmbb-4",36.167,-115.1339,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",cafe,ChIJkbda4CXDyIARSGNPfnmbb-4,coffee
Bungalow,"Las Vegas, Nevada",Las Vegas,Nevada,United States of America,,The espresso and the minimalist-industrial decor make this place a bit of a hidden gem in an unassuming parking lot.,"201 E Charleston Blvd Suite 180, Las Vegas, NV 89104, United States",4.8,268.0,"https://www.google.com/maps/search/?api=1&query=201%20E%20Charleston%20Blvd%20Suite%20180,%20Las%20Vegas,%20NV%2089104,%20United%20States&query_place_id=ChIJlVObWefDyIARNbWpPqDlcKo",36.159,-115.1515,"Monday: 7:00 AM - 4:00 PM
Tuesday: 7:00 AM - 4:00 PM
Wednesday: 7:00 AM - 4:00 PM
Thursday: 7:00 AM - 4:00 PM
Friday: 7:00 AM - 4:00 PM
Saturday: 8:00 AM - 4:00 PM
Sunday: 8:00 AM - 4:00 PM",cafe,ChIJlVObWefDyIARNbWpPqDlcKo,coffee
The Writer's Block,"Las Vegas, Nevada",Las Vegas,Nevada,United States of America,Yes,"Coffee shop and bookstore in one: get a coffee drink, browse the books or listen in to the cafe's literary events.","519 S 6th St #100, Las Vegas, NV 89101, United States",4.8,809.0,"https://www.google.com/maps/search/?api=1&query=519%20S%206th%20St%20#100,%20Las%20Vegas,%20NV%2089101,%20United%20States&query_place_id=ChIJRUZSQ3HDyIAR6UiWgOtvN10",36.163,-115.1431,"Monday: 10:00 AM - 7:00 PM
Tuesday: 10:00 AM - 7:00 PM
Wednesday: 10:00 AM - 7:00 PM
Thursday: 10:00 AM - 7:00 PM
Friday: 10:00 AM - 7:00 PM
Saturday: 10:00 AM - 7:00 PM
Sunday: 10:00 AM - 7:00 PM",book_store,ChIJRUZSQ3HDyIAR6UiWgOtvN10,culture
Esther’s Kitchen,"Las Vegas, Nevada",Las Vegas,Nevada,United States of America,,"Inventive but still filling Italian food. A lively spot in the colorful Arts district, this place is a great Vegas food destination.","1130 S Casino Center Blvd STE 110, Las Vegas, NV 89104, United States",4.7,2588.0,"https://www.google.com/maps/search/?api=1&query=1130%20S%20Casino%20Center%20Blvd%20STE%20110,%20Las%20Vegas,%20NV%2089104,%20United%20States&query_place_id=ChIJ44w1UIXDyIAR4Gj6uVkFoPY",36.1575,-115.1529,"Monday: 11:00 AM - 3:00 PM, 5:00 - 11:00 PM
Tuesday: 11:00 AM - 3:00 PM, 5:00 - 11:00 PM
Wednesday: 11:00 AM - 3:00 PM, 5:00 - 11:00 PM
Thursday: 11:00 AM - 3:00 PM, 5:00 - 11:00 PM
Friday: 11:00 AM - 3:00 PM, 5:00 - 11:00 PM
Saturday: 10:00 AM - 3:00 PM, 5:00 - 11:00 PM
Sunday: 10:00 AM - 3:00 PM, 5:00 - 11:00 PM",bar,ChIJ44w1UIXDyIAR4Gj6uVkFoPY,drinks
PublicUs,"Las Vegas, Nevada",Las Vegas,Nevada,United States of America,,"Colorful brunch spot with fresh, farm-to-table goodies and interesting decorations all over.","1126 E Fremont St, Las Vegas, NV 89101, United States",4.6,2011.0,"https://www.google.com/maps/search/?api=1&query=1126%20E%20Fremont%20St,%20Las%20Vegas,%20NV%2089101,%20United%20States&query_place_id=ChIJM7jaCHHDyIARPHMuFhyy8hI",36.1658,-115.133,"Monday: 7:00 AM - 3:00 PM
Tuesday: 7:00 AM - 3:00 PM
Wednesday: 7:00 AM - 3:00 PM
Thursday: 7:00 AM - 3:00 PM
Friday: 7:00 AM - 3:00 PM
Saturday: 7:00 AM - 3:00 PM
Sunday: 7:00 AM - 3:00 PM",cafe,ChIJM7jaCHHDyIARPHMuFhyy8hI,coffee
Bouchon Bakery,"Las Vegas, Nevada",Las Vegas,Nevada,United States of America,,"Tiny kiosk in the Venetian serving fresh and tasty desserts. Sister to the Bouchon restaurant run by Thomas Keller 10 floors above it, you'll enjoy the French pastries from this spot.","3355 S Las Vegas Blvd, Las Vegas, NV 89109, United States",4.3,569.0,"https://www.google.com/maps/search/?api=1&query=3355%20S%20Las%20Vegas%20Blvd,%20Las%20Vegas,%20NV%2089109,%20United%20States&query_place_id=ChIJiwV3rBXEyIARPpyXRo1lb_w",36.1216,-115.1692,"Monday: 6:00 AM - 5:00 PM
Tuesday: 6:00 AM - 5:00 PM
Wednesday: 6:00 AM - 5:00 PM
Thursday: 6:00 AM - 5:00 PM
Friday: 6:00 AM - 5:00 PM
Saturday: 6:00 AM - 5:00 PM
Sunday: 6:00 AM - 5:00 PM",bakery,ChIJiwV3rBXEyIARPpyXRo1lb_w,food
Gordon Ramsay Fish and Chips,"Las Vegas, Nevada",Las Vegas,Nevada,United States of America,,Simple but tasty fish and chips spot. Try out one of their special sauces (my rec: Gordon's tartar),"3545 S Las Vegas Blvd, Las Vegas, NV 89109, United States",4.2,5016.0,"https://www.google.com/maps/search/?api=1&query=3545%20S%20Las%20Vegas%20Blvd,%20Las%20Vegas,%20NV%2089109,%20United%20States&query_place_id=ChIJ19Ov9DvEyIARAvrfwqpPpNg",36.1174,-115.1718,"Monday: 11:00 AM - 10:00 PM
Tuesday: 11:00 AM - 10:00 PM
Wednesday: 11:00 AM - 10:00 PM
Thursday: 11:00 AM - 10:00 PM
Friday: 11:00 AM - 11:00 PM
Saturday: 11:00 AM - 11:00 PM
Sunday: 11:00 AM - 10:00 PM",restaurant,ChIJ19Ov9DvEyIARAvrfwqpPpNg,food
Makers and Finders,"Las Vegas, Nevada",Las Vegas,Nevada,United States of America,,Latin brunch place: try out one of their signature coffee drinks and pair it with a flavorful entree (churro waffle!),"1120 S Main St Suite 110, Las Vegas, NV 89104, United States",4.4,2222.0,"https://www.google.com/maps/search/?api=1&query=1120%20S%20Main%20St%20Suite%20110,%20Las%20Vegas,%20NV%2089104,%20United%20States&query_place_id=ChIJyY-QApDDyIARAuN4Vd8aYhQ",36.1579,-115.1539,"Monday: 7:00 AM - 4:00 PM
Tuesday: 7:00 AM - 4:00 PM
Wednesday: 7:00 AM - 4:00 PM
Thursday: 7:00 AM - 4:00 PM
Friday: 7:00 AM - 4:00 PM
Saturday: 7:00 AM - 4:00 PM
Sunday: 9:00 AM - 5:00 PM",cafe,ChIJyY-QApDDyIARAuN4Vd8aYhQ,coffee
Gordon Ramsay Burgers,"Las Vegas, Nevada",Las Vegas,Nevada,United States of America,Yes,"World famous burgers living up to the hype: skip the lines, get your order as takeout and sit outside people-watching on the Strip.","3667 S Las Vegas Blvd, Las Vegas, NV 89109, United States",4.3,13769.0,"https://www.google.com/maps/search/?api=1&query=3667%20S%20Las%20Vegas%20Blvd,%20Las%20Vegas,%20NV%2089109,%20United%20States&query_place_id=ChIJ7QDYIjHEyIARV4A_QyuQ21w",36.11,-115.1703,"Monday: 10:00 AM - 12:00 AM
Tuesday: 10:00 AM - 12:00 AM
Wednesday: 10:00 AM - 12:00 AM
Thursday: 10:00 AM - 12:00 AM
Friday: 10:00 AM - 12:00 AM
Saturday: 10:00 AM - 12:00 AM
Sunday: 10:00 AM - 12:00 AM",restaurant,ChIJ7QDYIjHEyIARV4A_QyuQ21w,food
Freed’s Bakery,"Las Vegas, Nevada",Las Vegas,Nevada,United States of America,,"Family-owned cake shop, you can choose from their wide selection of pastries, including classics like tiramisu and new fun sweets.","9815 S Eastern Ave, Las Vegas, NV 89183, United States",4.5,1848.0,"https://www.google.com/maps/search/?api=1&query=9815%20S%20Eastern%20Ave,%20Las%20Vegas,%20NV%2089183,%20United%20States&query_place_id=ChIJrxKCyxfFyIARo17Ru9qDLDk",36.011,-115.12,"Monday: 9:00 AM - 6:00 PM
Tuesday: 9:00 AM - 6:00 PM
Wednesday: 9:00 AM - 6:00 PM
Thursday: 9:00 AM - 6:00 PM
Friday: 9:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",bakery,ChIJS_Kn3re_yIARuwCnh_z4H_U,food
Golden Roast,"Knoxville, TN",Knoxville,Tennessee,United States of America,Yes,"A delightful haven of superb coffee within the UT campus, both easily reachable and delectable.","825 Melrose Pl, Knoxville, TN 37916, United States",4.4,136.0,"https://www.google.com/maps/search/?api=1&query=825%20Melrose%20Pl,%20Knoxville,%20TN%2037916,%20United%20States&query_place_id=ChIJYQlrKeAXXIgRtbhIfNesNmI",35.9557,-83.932,"Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",cafe,ChIJYQlrKeAXXIgRtbhIfNesNmI,coffee
"Frothy Monkey, Downtown","Knoxville, TN",Knoxville,Tennessee,United States of America,Yes,"The perfect blend of excellent coffee, tasteful decor, and a welcoming atmosphere conducive to both work and dining.","419 S Gay St, Knoxville, TN 37902, United States",4.4,98.0,"https://www.google.com/maps/search/?api=1&query=419%20S%20Gay%20St,%20Knoxville,%20TN%2037902,%20United%20States&query_place_id=ChIJx5q5oJkXXIgRFK1BrzaLOQk",35.9657,-83.9188,"Monday: 7:00 AM - 9:00 PM
Tuesday: 7:00 AM - 9:00 PM
Wednesday: 7:00 AM - 9:00 PM
Thursday: 7:00 AM - 9:00 PM
Friday: 7:00 AM - 9:00 PM
Saturday: 7:00 AM - 9:00 PM
Sunday: 7:00 AM - 4:00 PM",restaurant,ChIJx5q5oJkXXIgRFK1BrzaLOQk,food
French Market Creperie,"Knoxville, TN",Knoxville,Tennessee,United States of America,,"While the coffee is passable, the diverse and enticing crepe selection steals the show.","412 Clinch Ave, Knoxville, TN 37902, United States",4.6,2152.0,"https://www.google.com/maps/search/?api=1&query=412%20Clinch%20Ave,%20Knoxville,%20TN%2037902,%20United%20States&query_place_id=ChIJAx4eR8QXXIgRz_5Gbp4VKww",35.9635,-83.919,"Monday: 9:00 AM - 4:00 PM
Tuesday: 9:00 AM - 4:00 PM
Wednesday: 9:00 AM - 4:00 PM
Thursday: 9:00 AM - 9:00 PM
Friday: 9:00 AM - 9:00 PM
Saturday: 8:00 AM - 3:00 PM, 4:00 - 9:00 PM
Sunday: 9:00 AM - 3:00 PM",cafe,ChIJAx4eR8QXXIgRz_5Gbp4VKww,coffee
Coffee and Chocolate,"Knoxville, TN",Knoxville,Tennessee,United States of America,,"Known for heavenly chocolate cookies and the rare perk of being open until 10 pm, this cafe is a must-visit.","327 Union Ave, Knoxville, TN 37902, United States",4.7,456.0,"https://www.google.com/maps/search/?api=1&query=327%20Union%20Ave,%20Knoxville,%20TN%2037902,%20United%20States&query_place_id=ChIJ71tZUcQXXIgRlNXT-k3IwC0",35.9649,-83.9189,"Monday: 7:00 AM - 10:00 PM
Tuesday: 7:00 AM - 10:00 PM
Wednesday: 7:00 AM - 10:00 PM
Thursday: 7:00 AM - 10:00 PM
Friday: 7:00 AM - 10:00 PM
Saturday: 7:00 AM - 10:00 PM
Sunday: 7:00 AM - 10:00 PM",cafe,ChIJ71tZUcQXXIgRlNXT-k3IwC0,coffee
HoneyBee Coffee Co,"Knoxville, TN",Knoxville,Tennessee,United States of America,Yes,"An ideal indoor locale for productive work sessions, casual gatherings, and coffee rendezvous.","700 Sevier Ave, Knoxville, TN 37920, United States",4.5,642.0,"https://www.google.com/maps/search/?api=1&query=700%20Sevier%20Ave,%20Knoxville,%20TN%2037920,%20United%20States&query_place_id=ChIJzbuV2r8XXIgRjukBkaRJkIU",35.9574,-83.909,"Monday: 7:00 AM - 7:00 PM
Tuesday: 7:00 AM - 7:00 PM
Wednesday: 7:00 AM - 7:00 PM
Thursday: 7:00 AM - 7:00 PM
Friday: 7:00 AM - 7:00 PM
Saturday: 8:00 AM - 7:00 PM
Sunday: 8:00 AM - 7:00 PM",cafe,ChIJzbuV2r8XXIgRjukBkaRJkIU,coffee
Jacks Coffee and Plants,"Knoxville, TN",Knoxville,Tennessee,United States of America,,An urban retreat offering more than just coffee - also a charming spot to buy plants in the heart of the city.,"854 N Central St, Knoxville, TN 37917, United States",4.5,110.0,"https://www.google.com/maps/search/?api=1&query=854%20N%20Central%20St,%20Knoxville,%20TN%2037917,%20United%20States&query_place_id=ChIJJ3N33h0XXIgR_6gdL9NAXA4",35.9778,-83.9251,"Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 5:00 PM",cafe,ChIJu6QQZVMXXIgRKH9SbKrBH-0,coffee
Spice and Tea Exchange,"Knoxville, TN",Knoxville,Tennessee,United States of America,Yes,"An olfactory paradise offering an immense range of teas and spices, all available for a pre-purchase sniff.","522 S Gay St, Knoxville, TN 37902, United States",5.0,25.0,"https://www.google.com/maps/search/?api=1&query=522%20S%20Gay%20St,%20Knoxville,%20TN%2037902,%20United%20States&query_place_id=ChIJlaN-8lkXXIgRZMipnDxx38A",35.9647,-83.9178,"Monday: 10:00 AM - 6:00 PM
Tuesday: 10:00 AM - 6:00 PM
Wednesday: 10:00 AM - 6:00 PM
Thursday: 10:00 AM - 7:00 PM
Friday: 10:00 AM - 9:00 PM
Saturday: 10:00 AM - 9:00 PM
Sunday: 11:00 AM - 6:00 PM",point_of_interest,ChIJlaN-8lkXXIgRZMipnDxx38A,attraction
Wild Love Bakehouse,"Knoxville, TN",Knoxville,Tennessee,United States of America,,"A sanctuary for coffee and croissant lovers, with the added charm of indoor and outdoor seating.","1625 N Central St, Knoxville, TN 37917, United States",4.6,745.0,"https://www.google.com/maps/search/?api=1&query=1625%20N%20Central%20St,%20Knoxville,%20TN%2037917,%20United%20States&query_place_id=ChIJ-wFdM4c9XIgR2V4T7sYEwtE",35.9854,-83.9344,"Monday: Closed
Tuesday: Closed
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 8:00 AM - 4:00 PM
Sunday: 8:00 AM - 4:00 PM",bakery,ChIJ-wFdM4c9XIgR2V4T7sYEwtE,food
Mahalo Coffee Roasters,"Knoxville, TN",Knoxville,Tennessee,United States of America,Yes,Experience the magic of a couple-run café (with interesting backstory) delivering sublime lattes.,"513 Union Ave, Knoxville, TN 37902, United States",4.6,111.0,"https://www.google.com/maps/search/?api=1&query=513%20Union%20Ave,%20Knoxville,%20TN%2037902,%20United%20States&query_place_id=ChIJMcXMHRgXXIgR5hJfXj1oWYM",35.9642,-83.9207,"Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 7:00 PM
Saturday: 7:00 AM - 7:00 PM
Sunday: Closed",cafe,ChIJMcXMHRgXXIgR5hJfXj1oWYM,coffee
Capycabara Coffee,"Knoxville, TN",Knoxville,Tennessee,United States of America,,"A welcoming spot featuring a friendly, well-versed staff, in a prime location with an adorable aesthetic.","2457 University Commons Way, Knoxville, TN 37919, United States",4.8,228.0,"https://www.google.com/maps/search/?api=1&query=2457%20University%20Commons%20Way,%20Knoxville,%20TN%2037919,%20United%20States&query_place_id=ChIJv8kQXQA9XIgRfVnhmo0tsG0",35.9509,-83.9398,"Monday: 7:30 AM - 6:00 PM
Tuesday: 7:30 AM - 6:00 PM
Wednesday: 7:30 AM - 6:00 PM
Thursday: 7:30 AM - 6:00 PM
Friday: 7:30 AM - 6:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM",cafe,ChIJv8kQXQA9XIgRfVnhmo0tsG0,coffee
Old City Java,"Knoxville, TN",Knoxville,Tennessee,United States of America,Yes,"Immerse yourself in an environment of great vibes for reading, chatting with friends, excellent coffee, and versatile seating options, both indoors and outdoors.","109 S Central St, Knoxville, TN 37902, United States",4.6,477.0,"https://www.google.com/maps/search/?api=1&query=109%20S%20Central%20St,%20Knoxville,%20TN%2037902,%20United%20States&query_place_id=ChIJ6_RpD88XXIgRV7VWHB_Tqo0",35.9701,-83.9184,"Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",cafe,ChIJ6_RpD88XXIgRV7VWHB_Tqo0,coffee
Bida Saigon,"Knoxville, TN",Knoxville,Tennessee,United States of America,Yes,"Delicious Pho, brimming with irresistible Vietnamese culinary delights.","8078 Kingston Pike, Knoxville, TN 37919, United States",4.5,988.0,"https://www.google.com/maps/search/?api=1&query=8078%20Kingston%20Pike,%20Knoxville,%20TN%2037919,%20United%20States&query_place_id=ChIJAee079wkXIgR6mAXxyID-pA",35.923,-84.0498,"Monday: 11:00 AM - 9:00 PM
Tuesday: Closed
Wednesday: 11:00 AM - 9:00 PM
Thursday: 11:00 AM - 9:00 PM
Friday: 11:00 AM - 9:00 PM
Saturday: 11:00 AM - 9:00 PM
Sunday: 11:00 AM - 9:00 PM",restaurant,ChIJAee079wkXIgR6mAXxyID-pA,food
Aroma Indian Kitchen,"Knoxville, TN",Knoxville,Tennessee,United States of America,,"The destination for scrumptious masala dosa and biryani, though the mutton offerings fall short of expectations.","138 N Cedar Bluff Rd, Knoxville, TN 37923, United States",4.3,619.0,"https://www.google.com/maps/search/?api=1&query=138%20N%20Cedar%20Bluff%20Rd,%20Knoxville,%20TN%2037923,%20United%20States&query_place_id=ChIJyfiBGG4lXIgR3jTkFRS6X9Q",35.9131,-84.0868,"Monday: 11:00 AM - 2:30 PM, 5:00 - 10:00 PM
Tuesday: 11:00 AM - 2:30 PM, 5:00 - 10:00 PM
Wednesday: 11:00 AM - 2:30 PM, 5:00 - 10:00 PM
Thursday: 11:00 AM - 2:30 PM, 5:00 - 10:00 PM
Friday: 11:00 AM - 2:30 PM, 5:00 - 10:00 PM
Saturday: 11:00 AM - 2:30 PM, 5:00 - 10:00 PM
Sunday: 11:00 AM - 2:30 PM, 5:00 - 9:00 PM",restaurant,ChIJyfiBGG4lXIgR3jTkFRS6X9Q,food
The Tomato Head,"Knoxville, TN",Knoxville,Tennessee,United States of America,,"A trendy American pizzeria, dishing up a mix of vegetarian options, paired with a curated selection of beer and wine.","12 Market Square, Knoxville, TN 37902, United States",4.5,2268.0,"https://www.google.com/maps/search/?api=1&query=12%20Market%20Square,%20Knoxville,%20TN%2037902,%20United%20States&query_place_id=ChIJTbL0_sQXXIgRmrNflbYf2dw",35.9652,-83.9193,"Monday: 11:00 AM - 9:00 PM
Tuesday: 11:00 AM - 9:00 PM
Wednesday: 11:00 AM - 9:00 PM
Thursday: 11:00 AM - 9:00 PM
Friday: 11:00 AM - 10:00 PM
Saturday: 10:30 AM - 10:00 PM
Sunday: 10:30 AM - 9:00 PM",restaurant,ChIJTbL0_sQXXIgRmrNflbYf2dw,food
Kafiex Roasters,"Vancouver, WA",Vancouver,Washington,United States of America,Yes,Good coffee and a nice collection of books on the history of coffee and coffee culture.,"720 Esther St, Vancouver, WA 98660, United States",4.3,284.0,"https://www.google.com/maps/search/?api=1&query=720%20Esther%20St,%20Vancouver,%20WA%2098660,%20United%20States&query_place_id=ChIJCWrs3hOwlVQROxma3SGMRu0",45.6271,-122.6762,"Monday: 7:00 AM - 4:00 PM
Tuesday: 7:00 AM - 4:00 PM
Wednesday: 7:00 AM - 4:00 PM
Thursday: 7:00 AM - 4:00 PM
Friday: 7:00 AM - 4:00 PM
Saturday: 7:00 AM - 4:00 PM
Sunday: 7:00 AM - 4:00 PM",cafe,ChIJCWrs3hOwlVQROxma3SGMRu0,coffee
Krays Coffee and Bakery,"Vancouver, WA",Vancouver,Washington,United States of America,,Nice coffee and their parfaits are amazing!,"7809 NE Vancouver Plaza Dr #150, Vancouver, WA 98662, United States",4.6,662.0,"https://www.google.com/maps/search/?api=1&query=7809%20NE%20Vancouver%20Plaza%20Dr%20#150,%20Vancouver,%20WA%2098662,%20United%20States&query_place_id=ChIJoanuxfuvlVQRa4I9RvMXYsg",45.6484,-122.5919,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",cafe,ChIJoanuxfuvlVQRa4I9RvMXYsg,coffee
